City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
695,Tahoua,NE,14.8888,5.2692,82.8,49,95,2.66,overcast clouds
696,Verkhoyansk,RU,67.5447,133.385,5.02,85,99,3.04,overcast clouds
697,Bacolod,PH,10.6667,122.95,85.32,75,64,8.19,broken clouds
698,Natitingou,BJ,10.3042,1.3796,73.45,88,100,2.46,overcast clouds
699,Togur,RU,58.3631,82.8265,36.34,89,100,6.35,overcast clouds
700,Malatya,TR,38.5,38.0,42.85,71,0,1.14,clear sky
701,Yangzhou,CN,32.3972,119.4358,59.86,80,100,8.08,overcast clouds
702,Rio Grande City,US,26.3798,-98.8203,80.35,47,56,9.42,broken clouds
703,Qianan,CN,44.9932,124.0581,37.31,39,0,5.12,clear sky
704,Marquette,US,46.5333,-87.6335,55.76,67,0,6.87,clear sky
705,Aklavik,CA,68.2191,-135.0107,22.03,78,100,2.91,overcast clouds
706,Morant Bay,JM,17.8815,-76.4093,82.02,84,100,8.88,overcast clouds
